都道府県,施設名,住所,place_id
東京,アイデスク中野自習室,日本、〒164-0001 東京都中野区中野５丁目６０−６ サンモール共同ビル 3F,ChIJN7AkoQTzGGARNvScMjBiAg4
東京,アカコ,日本、〒115-0045 東京都北区赤羽１丁目５９−８ ヒノデビル 4F,ChIJ2_zDcRuTGGAR8wz3_S60ea4
東京,アクセアカフェ渋谷店,日本、〒150-0002 東京都渋谷区渋谷３丁目１１−１１ ＩＶＹイーストビル ２Ｆ,ChIJpRjAO_OLGGARWD0hDb917fA
東京,アクセアカフェ西新宿店,日本、〒160-0023 東京都新宿区西新宿７丁目１２−３ 佐藤ビル ２Ｆ,ChIJPZ-7wQSNGGARPQB6yTb2dTs
東京,イデタチ東京,日本、〒116-0014 東京都荒川区東日暮里６丁目17番6号 「ふらっとにっぽり」5階,ChIJ-VO6e4KPGGARrwQjfCaPHP8
東京,エイトオフィス,日本、〒166-0002 東京都杉並区高円寺北２丁目１９−１１,ChIJVVWwb4fyGGARkpvch5Kr4Cs
東京,エキスパートオフィス中野CP（セントラルパーク）,日本、〒164-0001 東京都中野区中野４丁目１０−２ 中野セントラルパークサウス,ChIJL-df1p3zGGAR6c-yN5qWPgU
東京,おおたfab（おおたふぁぶ）,日本、〒144-0051 東京都大田区西蒲田７丁目４−４ 小山第２ビル 6F,ChIJq6p6C1FgGGARKRstXK7DQjQ
東京,オープンオフィス渋谷ヒルズ,日本、〒150-0031 東京都渋谷区桜丘町１５−１４ フジビル４０ 7F,ChIJX_ZQ-VmLGGARI5P7ZAi1PtY
東京,おしごとパセラ渋谷店,日本、〒150-0041 東京都渋谷区神南１丁目２２−９ パセラリゾーツ渋谷店 ５Ｆ,ChIJPa6Iv9SNGGAR2ZvkiDbKnHQ
東京,おしごとパセラ上野公園前店,日本、〒110-0005 東京都台東区上野２丁目１４−３０ パセラリゾーツ上野公園前店,ChIJrboaM_SPGGAR-Bb7eDmb3iE
東京,おしごとパセラ池袋本店,日本、〒171-0021 東京都豊島区西池袋１丁目２１−９ パセラリゾーツ池袋本店,ChIJ07LFKlyNGGARUvzKs0It3CY
東京,コワーキングスペース base Co+ 成増,日本、〒175-0094 東京都板橋区成増２丁目１７−２０ 長嶋屋ビル 4階,ChIJ91Li5K7tGGAR-yxNXSGs2Z4
東京,コワーキングスペース TatamiWorks（タタミワークス）,日本、〒156-0055 東京都世田谷区船橋１丁目２８−１３ 第一富貴荘 101,ChIJY2kmGWbzGGARvnITg-3AjIo
東京,コワーキングスペース TeaTree Studio,日本、〒105-0003 東京都港区西新橋１丁目１７−６ 高嶋ビル 4F,ChIJq6o2n-yLGGARR3nNB5mGPC0
東京,コワーキングスペース いいオフィス浜松町 by wedo,日本、〒105-0012 東京都港区芝大門１丁目６−６ 芝大門ヤマトビル 3F,ChIJWx38lueLGGARRNG2EmPHWco
東京,コワーキングスペースFOREST,日本、〒170-0013 東京都豊島区東池袋３丁目７−９ 東池袋ビル 3階 ＡＳＯＮＥ,ChIJc65NLGSNGGARKVx6BNndmGw
東京,コワーキングスペースツナグ,日本、〒120-0013 東京都足立区弘道１丁目５−２０ 第３弘道プラザ,ChIJcY-U-l6PGGARk_B4zZpEb8Q
東京,コワーキングスペース永福,日本、〒168-0063 東京都杉並区和泉３丁目７−１,ChIJYx59nlTyGGARpl3ZcbrYOlo
東京,コワーキングスペース茅場町 Co-Edo,日本、〒104-0033 東京都中央区新川１丁目３−４ ＰＡビル ５Ｆ,ChIJa8BLX1uJGGART_EBE39dacs
東京,コワーキングスペース錦糸町,日本、〒130-0022 東京都墨田区江東橋１丁目１３−７ 荒井ビル,ChIJsSLCRQCJGGARNcu2jRReRco
東京,ジザイ 荻窪,日本、〒167-0051 東京都杉並区荻窪５丁目２８−１６ 西武信用金庫 荻窪支店 2F,ChIJtV7svbHtGGARWGFePge0YR4
東京,ジザイ 蒲田,日本、〒144-0052 東京都大田区蒲田５丁目１７−２ ヒューリック蒲田ビル 6F,ChIJp1i2bJFhGGARPDTj-yzaJNY
東京,ジザイ 京急蒲田,日本、〒144-0052 東京都大田区蒲田４丁目１８−１２ クオーレイナバ 1F,ChIJ736-HAZhGGARpU33-utCncw
東京,ジザイ 錦糸町,日本、〒130-0022 東京都墨田区江東橋４丁目２７−１４ 錦糸町PARCO 7F,ChIJJUSPD0WJGGAR7WRYF4zntAs
東京,ジザイ 後楽園,日本、〒112-0002 東京都文京区小石川１丁目３−１１ ライジングプラザ後楽園 4・8F,ChIJy2g_dseNGGARmqQ6fu43y4Q
東京,ジザイ 市川,日本、〒272-0034 千葉県市川市市川１丁目４−１７ アクティオーレ市川 6F,ChIJVfRWRyWHGGARvol_gnUnJAs
東京,ジザイ 小岩,日本、〒133-0057 東京都江戸川区西小岩１丁目２７−６ YOSHIBLD 2F,ChIJg9fnyeSFGGARIzvLxNn9E7s
東京,ジザイ 小竹向原,日本、〒173-0036 東京都板橋区向原２丁目３６−４ 貸店舗1F・2F,ChIJw1S1SIDtGGARy_JZGQHd1S8
東京,ジザイ 上石神井,日本、〒177-0044 東京都練馬区上石神井１丁目１４−８ P&Gビル 2F,ChIJ531L32vvGGAR0hPFof3bbDE
東京,ジザイ 新井薬師前,日本、〒164-0002 東京都中野区上高田３丁目２１−１４ 西田ビルヴィラサンヴェール1F ヴィラサンヴェール,ChIJDavAMFvzGGARY_khuhO7ZPQ
東京,ジザイ 西葛西,日本、〒134-0088 東京都江戸川区西葛西６丁目８−１０ 朝日生命西葛西ビル 5F,ChIJmZ66U3mHGGARbtqDKv5Kvpc
東京,ジザイ 西新井,日本、〒123-0843 東京都足立区西新井栄町１丁目１７−１ パサージオ西新井 4F,ChIJ026Zs-2RGGARnaVqmkwzj2w
東京,ジザイ 西台,日本、〒175-0082 東京都板橋区高島平１丁目８３−１ 西台ＮＣビル 5F,ChIJo7VtJbftGGARKPWoWgWXLSQ
東京,ジザイ 浅草,日本、〒111-0034 東京都台東区雷門２丁目２０−８ ASAKUSA FORONE BLDG 3F,ChIJxd7qfSWPGGARaysAwZLALqY
東京,ジザイ 大岡山,日本、〒145-0062 東京都大田区北千束３丁目３１−７ 城南信用金庫 大岡山支店 2F,ChIJ0bLmD7b1GGARTXxKy0wYZro
東京,ジザイ 竹ノ塚,日本、〒121-0813 東京都足立区竹の塚１丁目４１−１０ T・スクエア 7F,ChIJg-IpnjuRGGARNpEX74yf4s0
東京,ジザイ 中目黒,日本、〒153-0051 東京都目黒区上目黒３丁目３−１４ アサヒ電機・朝日生命中目黒ビル 7F,ChIJozJZ9GqLGGARF8mII-w2SiE
東京,ジザイ 中野,日本、〒164-0001 東京都中野区中野２丁目３０−８ 中野パールスカイビル Ⅱ-8階,ChIJJSfzsAnzGGARRtAo56LmCuA
東京,ジザイ 中野2,日本、〒164-0001 東京都中野区中野５丁目６５−５ S・K中野ビル 6F,ChIJJQwljt_zGGARu3k5ip0l3_s
東京,ジザイ 中野坂上,日本、〒164-0011 東京都中野区中央２丁目９−１ サン・ロータスビル 6F,ChIJkx9LRXnzGGAREwitj0tnpTw
東京,ジザイ 町屋,日本、〒116-0002 東京都荒川区荒川６丁目１−２ 城北信用金庫花の木橋出張所 1F,ChIJ3dSWcZCPGGARurLMka6I9xI
東京,ジザイ 東陽町,日本、〒135-0016 東京都江東区東陽４丁目４−２ 深川郵便局 2F,ChIJLUNk9lWIGGARaPJiKWJ7mEk
東京,ジザイ 日暮里,日本、〒116-0013 東京都荒川区西日暮里２丁目１９−７ 日暮里駅前東忠ビル 8F 東忠ビル,ChIJWzfyw0aNGGAR6jbLklINJw8
東京,ジザイ 梅ヶ丘,日本、〒154-0022 東京都世田谷区梅丘１丁目３１−３６ 梅ヶ丘3ブロック 1F,ChIJvS2uZjTzGGARwsDs-dyx74Q
東京,ジザイ 板橋本町,日本、〒174-0053 東京都板橋区清水町３６−１ 板橋本町ビル 5F,ChIJOW-XgF-TGGARSO5Wpo-qlaE
東京,ジザイ 北千住,"日本、〒120-0034 東京都足立区千住２丁目５５ 三井住友銀行千住支店 5,6F",ChIJpawyL8ePGGARYKLCYVhCwDM
東京,ジザイ 目黒,日本、〒141-0021 東京都品川区上大崎２丁目１６−５ 目黒ステーションサイドビル 8F,ChIJEcZySh6LGGARZIGiElLGQb0
東京,ジザイ 門前仲町,日本、〒135-0047 東京都江東区富岡１丁目６−３ EMISHIA門前仲町 5F,ChIJj_ztoIaJGGARcQGlves7wis
東京,ジザイ 練馬,日本、〒176-0012 東京都練馬区豊玉北５丁目１７−１７ 朝日生命練馬ビル 1F,ChIJqyPWMf7tGGARf5HBkTDlI0g
東京,ジザイ 練馬2,日本、〒176-0001 東京都練馬区練馬１丁目４−１ ユニティフォーラム Ⅱ3F,ChIJo1yG2fftGGARX2uQohD5Xbw
東京,シンクーカン東京コワーキングスペース,日本、〒152-0031 東京都目黒区中根２丁目１１−５ クルミビル ２Ｆ,ChIJA1HZsHL1GGARotxczcyDPoU
東京,スペースジャパン,日本、〒123-0843 東京都足立区西新井栄町３丁目８−３,ChIJf8uHNvCRGGARXZbNmrgQTtE
東京,セルオフィス目黒,日本、〒153-0063 東京都目黒区目黒１丁目４−１６ 目黒Gビル ７F,ChIJKXy9J_GLGGARqzG2BvSu6fU
東京,ツムギバ,日本、〒116-0014 東京都荒川区東日暮里６丁目17番6号 ふらっとにっぽり 3階,ChIJe8xRuDePGGARU2w9WFr0eig
東京,テイクアナップ（TAKE A NAP）千川幸町店 コワーキングスペース,日本、〒173-0034 東京都板橋区幸町６６−４ HacksGarden201,ChIJvRsuEQmTGGARvtRU254-MUM
東京,ニュー新橋コワーキング,日本、〒105-0004 東京都港区新橋２丁目１６−１ ニュー新橋ビル ３０５C,ChIJCYG4KuqLGGAR0KYbO1yHUf8
東京,パズル浅草橋 レンタルスペース＆カフェ,日本、〒111-0053 東京都台東区浅草橋５丁目２−３ 鈴和ビル 2F,ChIJXcZitK-OGGAR6Vpp7BhsDO0
東京,パセラのコワーク東新宿店,日本、〒160-0022 東京都新宿区新宿７丁目２６−７,ChIJOyHYrt-MGGARHEPXTfiPYjQ
東京,ビジネスエアポート渋谷フクラス,日本、〒150-0043 東京都渋谷区道玄坂１丁目２−３ 渋谷フクラス 17階,ChIJ-wlYWGKLGGARm2DvmrjVRQw
東京,ビジネスエアポート新橋,日本、〒105-0004 東京都港区新橋１丁目１２−９ 新橋プレイス 6F･7F･8F,ChIJEdy3IoCLGGARh7oyhiqhAaU
東京,ビジネスエアポート神田,日本、〒101-0045 東京都千代田区神田鍛冶町３丁目４ Oak 7階,ChIJ3wEtOQKMGGARKRUgWVOZMaA
東京,ビジネスエアポート竹芝,日本、〒105-7508 東京都港区海岸１丁目７−１ 東京ポートシティ竹芝オフィスタワ 8F,ChIJW7CXV-KLGGARyzmgd8_loec
東京,ビジネスエアポート品川,日本、〒108-0075 東京都港区港南２丁目１６−２ 太陽生命品川ビル 28階,ChIJ-49gGVuKGGARjl2bhNoUwN4
東京,ビジネスポート竹の塚,日本、〒121-0813 東京都足立区竹の塚１丁目４０−１５ 庄栄ビル ５階,ChIJ4YhWb5aRGGAR6IVVocwOgBo
東京,プライムオフィス東神田,日本、〒101-0031 東京都千代田区東神田１丁目２−２ PRIME OFFICE,ChIJI-0jwOyPGGAR7OJOmhs1ijc
東京,リージャス錦糸町アルカセントラルビジネスセンター,日本、〒130-0013 東京都墨田区錦糸１丁目２−１ 14F,ChIJC3Cf2PuLGGARtGNwjh-eIYo
東京,リージャス渋谷マークシテイ,日本、〒150-0043 東京都渋谷区道玄坂１丁目１２−１ 渋谷マークシティ 16F 22F,ChIJEy1qNlSLGGARRiJLq8YPzM0
東京,リブポート品川,日本、〒108-0075 東京都港区港南１丁目８−１５ Wビル,ChIJtUwu-8SLGGARfdYEFDq1sv4
東京,レンタルオフィス billage SHIBUYA 二宮ビル,日本、〒150-0031 東京都渋谷区桜丘町１８−４ 二宮ビル 1F,ChIJodiIZEuLGGAR8s_RXafKdg8
東京,レンタルオフィス THE HUB 渋谷 nex Inc.,"日本、〒150-0002 東京都渋谷区渋谷３丁目６−２ 4,5,8F エクラート",ChIJXyuSfsCLGGARK3QMKM4AHtg
東京,レンタルオフィス THE HUB 大塚 nex Inc.,"日本、〒170-0005 東京都豊島区南大塚３丁目５０−１ ウィンド大塚ビル 3,4F",ChIJEWhSH3SNGGAR4jfesVObTFY
東京,レンタルオフィス THE HUB 有楽町EAST nex Inc.,日本、〒104-0031 東京都中央区京橋３丁目３−１３ 平和ビル3号館 3F,ChIJn2kUvXKLGGAR1Je9Ig-htBY
東京,レンタルオフィス ハローオフィス蒲田東,日本、〒144-0052 東京都大田区蒲田５丁目２８−４ ＥＣＳ第２７ビル ３階,ChIJTwIT5hxhGGARXxMPl_i1yVU
東京,レンタルオフィス ハローオフィス門前仲町,日本、〒135-0033 東京都江東区深川１丁目１−２ 江東区深川１丁目１番２号 協和ビル（シャンボール門前仲町）２階 深川一丁目交差点横,ChIJFTl-QQiJGGARvU5rwBgl3tw
東京,レンタルオフィスのKAns,日本、〒164-0001 東京都中野区中野６丁目２−１９ 1F B1F,ChIJG7GpbJ7zGGARcpwyvyqcEJo
東京,レンタルサロンHaruka蒲田店,日本、〒144-0052 東京都大田区蒲田１丁目２８−１８ シャトー蒲田第５ビル 2階-C,ChIJIZV17M9hGGARGP_t3Qu7IsU
東京,ワークスタイリング 後楽園,日本、〒112-0002 東京都文京区小石川１丁目１−１ 文京ガーデンゲートタワー19階,ChIJjWAN0-aNGGARSIAruV3NA4E
東京,ワークスタイリング 大手町,日本、〒100-0004 東京都千代田区大手町１丁目２−１ Otemachi Oneタワ 6階,ChIJLXqQvkCNGGARESY1Uy4Xkkc
東京,ワークスタイリング 中目黒,日本、〒153-0051 東京都目黒区上目黒２丁目９−１ 中目黒Gs第1ビル 8階,ChIJXz2cQF2LGGARec_FetZhVEE
東京,ワークスタイリング 品川,日本、〒108-0075 東京都港区港南２丁目１６−５ 受付 Nbf 品川タワー 5階,ChIJcx7_m5SLGGARZcwOBd9CelE
東京,ワークスタイリング 北千住,日本、〒120-0034 東京都足立区千住３丁目９８ ミルディスⅡ番館 5階,ChIJU3EEq8OPGGARM_Q7kqVvIjM
東京,ワークスタイリングSOLO 練馬,日本、〒176-0012 東京都練馬区豊玉北５丁目１７−１０ BPRプレイス練馬 （旧 LOC`S NERIMA BLDG）8階,ChIJpRykxBztGGAR2PPRkHrH8Rw
東京,ワークスタイリング目黒,日本、〒141-0021 東京都品川区上大崎４丁目１−５ 目黒ヒルトップウォーク5階,ChIJxy8T3f2LGGARWOe_oeZ7dzM
東京,ワークスペース｜24Hコワーキングスペース 戸越銀座｜五反田/目黒,日本、〒142-0051 東京都品川区平塚３丁目４−１９ 浅野ビル 2F,ChIJ70DBHCuLGGAR0pOIuEBSBgo
東京,ワークスペース錦糸町,日本、〒130-0013 東京都墨田区錦糸３丁目１３−４ 国際精華ビル,ChIJc-KqJZyJGGAR6VZGNWJIEVE
東京,ワイムポート新宿舟町,日本、〒160-0006 東京都新宿区舟町7番地２ ｢舟町ビル １Ｆ・３Ｆ,ChIJx1AN2w6NGGAR7FulbibNT10
東京,ワンストップビジネスセンター池袋店,日本、〒170-0013 東京都豊島区東池袋１丁目１７−１１ パークハイツ池袋,ChIJ0bZSX2aNGGAR9tcdxKdbRuk
